Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,RSI_14,Price_Change,Volume_Change
2018-01-02,42.540000915527344,43.07500076293945,42.31499862670898,43.06499862670898,40.56892776489258,102223600,,43.06499862670898,,,
2018-01-03,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,40.56186294555664,118071600,,43.064284370059056,,-0.00017414826572315079,0.15503269303761558
2018-01-04,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,40.75025939941406,89738400,,43.082685829560496,,0.004644969352628925,-0.23996625776223923
2018-01-05,43.36000061035156,43.84249877929688,43.26250076293945,43.75,41.2142333984375,94640000,,43.14623956007854,,0.01138531604115589,0.05462098722508979
2018-01-08,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,41.06114959716797,82271200,,43.188264509202384,,-0.0037142508370535676,-0.13069315300084527
2018-01-09,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.056434631347656,86336000,,43.22581079001774,,-0.0001147362877008673,0.04940732601444986
2018-01-10,43.290000915527344,43.57500076293945,43.25,43.5724983215332,41.04701232910156,95839600,,43.25882865016207,,-0.00022949890725432187,0.11007690882134913
2018-01-11,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,41.28016662597656,74670800,,43.312273511558466,,0.00568021992828216,-0.22087738262680567
2018-01-12,44.04499816894531,44.34000015258789,43.91249847412109,44.272499084472656,41.70644760131836,101672400,,43.40372356612173,,0.01032632115015475,0.3616085538121996
2018-01-16,44.47499847412109,44.84749984741211,44.03499984741211,44.04750061035156,41.4944953918457,118263600,,43.46503566557219,,-0.0050821272522202365,0.1631829287004143
2018-01-17,44.03749847412109,44.8125,43.76750183105469,44.775001525878906,42.1798210144043,137547200,,43.589794318934736,,0.01651628141089967,0.16305608826384455
2018-01-18,44.84249877929688,45.025001525878906,44.5625,44.81499862670898,42.21749496459961,124773600,,43.706480443484665,,0.0008932908870356027,-0.09286703037211952
2018-01-19,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.02908706665039,129700400,,43.793006275387725,,-0.004462723516028055,0.039485916892676
2018-01-22,44.32500076293945,44.44499969482422,44.150001525878906,44.25,41.68525695800781,108434400,,43.83652948725556,68.89955355241615,-0.008181142322873924,-0.16396248585200968
2018-01-23,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,41.69467926025391,130756400,,43.876859852424865,68.99842560180122,0.0002259507691120266,0.20585718185372914
2018-01-24,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,41.030517578125,204420400,,43.84620656221067,56.473676320651435,-0.015928559491481753,0.5633682175404033
2018-01-25,43.62749862670898,43.73749923706055,42.63249969482422,42.77750015258789,40.29808807373047,166116000,,43.74442499938945,44.57013398925494,-0.017850996375621597,-0.187380515838928
2018-01-26,43.0,43.0,42.51499938964844,42.87749862670898,40.39229965209961,156572000,,43.661860582943696,39.16818134029421,0.002337641838919824,-0.057453827445881234
2018-01-29,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,39.55624771118164,202561600,,43.50263592537446,33.193026053970044,-0.020698431034158915,0.29372812507983537
2018-01-30,41.38249969482422,41.84249877929688,41.17499923706055,41.74250030517578,39.32308578491211,184192800,43.583499908447266,43.33500396154602,31.581547983170907,-0.005894293007802864,-0.09068253805262205
2018-01-31,41.71749877929688,42.11000061035156,41.625,41.85749816894531,39.43141174316406,129915600,43.523124885559085,43.194289124155475,33.18623025421647,0.0027549347290840576,-0.29467601339466043
2018-02-01,41.79249954223633,42.15499877929688,41.68999862670898,41.94499969482422,39.51384353637695,188923200,43.46749992370606,43.075309178504874,31.022217966498417,0.0020904623951898404,0.4541994956725752
2018-02-02,41.5,41.70000076293945,40.025001525878906,40.125,37.79934310913086,346375200,43.310874938964844,42.7943273519806,17.122415284220324,-0.043390146812870234,0.8334180238319062
2018-02-05,39.775001525878906,40.970001220703125,39.0,39.122501373291016,36.85493850708008,290954000,43.07950000762939,42.44462963972445,15.243416876336141,-0.024984389450691147,-0.16000337206589843
